Gene	FC	Length
Ahcyl2	1.7959276	144299
Irf1	1.7959162	8360
Smarcc1	1.794889	108141
Prpf4	1.7948833	18193
Aasdhppt	1.794528	14701
Smc6	1.7944714	53899
Stub1	1.7938969	2725
Terf2ip	1.7937827	9169
Psme4	1.7928288	108635
Srgap2	1.7928197	242110
Mphosph10	1.7918998	15727
Cdr2	1.7906172	25276
Brwd3	1.7903488	97356
Map3k3	1.7902629	70833
Poln	1.7901129	162250
Zc3h13	1.7900397	60053
Hyls1	1.7890162	9283
Numb	1.7887318	127900
Ppp6r3	1.7881879	120816
Pisd-ps1	1.7879628	5100
Cks2	1.7876692	5428
Zfp811	1.7873173	3532
Gas5	1.7869934	4117
A630007B06Rik	1.7866994	34709
Lrba	1.7866247	558013
Stt3b	1.7864451	67814
Zbtb43	1.7855061	18272
Cdkn2aip	1.785158	4587
Spred1	1.782488	60905
Slc15a2	1.7822883	34784
Gtpbp3	1.7820984	11480
Tor1aip2	1.7790816	33458
Mospd1	1.7789874	25904
Lrp8	1.7787699	74579
Dag1	1.7780597	57969
Gsg1l	1.7770683	203992
Dnajc3	1.7763562	43770
Lrrcc1	1.776205	38870
Hs2st1	1.7760853	139078
Nr6a1	1.7759101	204318
Rala	1.7757264	63664
Creld2	1.7753917	7035
Dhx37	1.7753353	20261
Amot	1.7751266	58756
Umps	1.7746814	12256
Ubxn2b	1.7744018	30590
Slc7a13	1.7743741	23493
Gpatch8	1.7738401	80477
Fancm	1.7736764	56452
Fbrsl1	1.7731246	86749
Gm12816	1.773019	1211
Bcl7a	1.7729937	30248
G3bp2	1.7720685	31589
Pvr	1.7717749	17582
Ybx1	1.7716604	16623
Pdpk1	1.7710825	77244
Epb4.1l5	1.7710762	103967
Nomo1	1.7706361	50516
Cdkn2c	1.7706141	6313
Ncoa3	1.7703416	80606
Zfp654	1.7695982	5970
Atp6v0a1	1.7685658	54267
Lrp6	1.7678207	120489
Ccnl1	1.7668339	12098
Trim62	1.7666701	27748
Dexi	1.7657826	12847
Nrip3	1.7654556	23970
Bcl9l	1.7652733	11252
Taf4a	1.765021	64500
Rb1cc1	1.7641469	70451
Nusap1	1.7638707	32946
Gns	1.763149	32155
Ttc14	1.7617385	14905
Cpeb2	1.7617224	56261
Tmem165	1.7614659	25365
Cxcl2	1.7600138	2038
Jhdm1d	1.7597923	70166
Usp11	1.7595465	16633
Thoc2	1.7586098	125683
Calb1	1.7585558	26800
Xylt2	1.758385	13664
Pwwp2a	1.7582575	39493
Fut11	1.7581456	5229
Hira	1.757481	93272
Ppp1r15b	1.7568675	8657
Rps24	1.7558658	5465
Eif5	1.7549907	17958
4933417D19Rik	1.7544229	7268
Bsn	1.7540131	94361
Snd1	1.7539879	460023
Tra2b	1.753844	21456
Lyar	1.753744	13836
Cpsf3l	1.753149	19557
2310035C23Rik	1.7529553	91270
Fam60a	1.7516786	25432
4930430F08Rik	1.750323	16985
Chst8	1.7499346	138243
Jak2	1.7489638	61252
Sh3rf1	1.7489026	172200
1300017J02Rik	1.7488023	54560
Vasn	1.7484298	10861
Hmgcr	1.7479511	21969
Irf3	1.7475827	5200
Aplp2	1.7472801	62258
2310011J03Rik	1.7470561	2283
Rpl41	1.7470127	1191
Mns1	1.7462496	20045
Fam118b	1.7456462	50840
Srsf6	1.745625	5593
Tubb4b	1.7453089	2542
Gm14226	1.7447611	8838
Abhd6	1.7444711	53653
Piga	1.7444371	14123
Dr1	1.744044	11629
Smchd1	1.743588	130854
2010107G12Rik	1.7424811	33776
Plekhf2	1.7416637	19265
Slc30a1	1.7411067	6480
Sgpl1	1.7409008	49061
Tnik	1.7399542	412644
Hk2	1.7398517	49429
Sgms1	1.7392645	266987
Hpx	1.7392243	8503
2700050L05Rik	1.7387441	35428
Tex10	1.7386352	42601
Ttll12	1.7378503	20038
Gsk3b	1.7372936	157083
Ythdf3	1.7369598	33852
Zic3	1.7352396	19036
Fam120c	1.7351285	127667
Atg4d	1.7349347	9069
Ccnt2	1.7343565	33897
Luc7l	1.7341176	32594
Tmem38b	1.7339343	35974
BC016423	1.7337534	45072
Pcdh9	1.7335508	873220
Heatr6	1.7327822	30058
Glcci1	1.7320846	87948
Sbno1	1.7302197	57212
Oplah	1.729415	31418
Kdm3a	1.7291392	43931
BC023829	1.7283716	17427
Ranbp9	1.7275112	78300
Endog	1.7274231	2576
Gipc1	1.7272717	12110
Luc7l2	1.7261668	58136
Cul4b	1.7257895	44573
Tbc1d20	1.7257535	20168
Clip4	1.7244569	88649
Polr1c	1.7242259	4134
Hs3st2	1.7226791	109909
Zfp871	1.7226173	17051
Zfand5	1.7219627	10011
Dgat2	1.7215513	29050
Stard5	1.7210757	21168
Gm15210	1.7210325	1654
Ppm1l	1.7207727	243941
Smurf2	1.7207181	100649
Stk40	1.7202829	37072
Rbm15b	1.7200077	1360
Nrip1	1.7198035	86427
Aebp2	1.7195629	56023
Zfp213	1.7194865	7457
Plekhm1	1.71947	47576
Adpgk	1.7194263	26818
Mtdh	1.7192783	59692
Rfwd3	1.7192158	29278
Ankrd17	1.7181569	138996
Pygb	1.7175131	45023
Scube1	1.7174405	122438
Nkd2	1.7171575	29097
Pvrl2	1.7168181	32929
Cnn3	1.7166588	31664
Ncapg	1.7160181	30622
Uxs1	1.7160175	80834
Slc16a1	1.715766	19794
Ezh1	1.7155691	35348
Irs2	1.7147855	21478
Itm2a	1.7139926	6277
Cdk17	1.7137574	106195
1500012F01Rik	1.7136576	2928
Peli1	1.7131956	59032
Gas2l1	1.7126664	11195
Ubr3	1.7122631	126767
Reln	1.7118738	460251
Ints6	1.7115339	84782
Rian	1.7110081	57764
Cdc73	1.71064	104096
Etf1	1.710355	29211
Cecr6	1.7097505	1871
Snhg7	1.709256	3067
Zfp960	1.708526	25515
Itsn1	1.708364	191316
Actn2	1.7083164	71334
Bub1	1.7082996	30743
Efna3	1.7080411	9066
Sox11	1.7079127	2012
Srsf2	1.7067705	3197
2410133F24Rik	1.706682	31340
Atm	1.7058495	97591
Reep6	1.705295	6488
Rnf157	1.7047809	76679
Il6st	1.7036685	31852
Gm10257	1.7032391	1024
Pdlim7	1.7032087	17881
2900056M20Rik	1.7031523	28995
Pex16	1.7027555	6541
Tmem48	1.7026325	48562
Mt1	1.7026143	1236
Faim	1.7019639	15645
Chrnb1	1.701868	11907
Ints7	1.7017239	46909
Abat	1.7008	108139
Pcx	1.7005143	111280
Pgp	1.6994606	1118
Dpy19l1	1.6987745	91364
Snx5	1.6985124	20783
Rbpj	1.6983824	101666
Hap1	1.6981808	8814
Htt	1.6981764	150794
Tmtc3	1.6979258	43448
Cep350	1.6976796	127924
Fastkd3	1.6957741	10033
Fam194a	1.6957537	20907
Plat	1.6956334	25103
Rpl7l1	1.6951894	8749
4933436C20Rik	1.6951435	30082
Nxf1	1.6948501	13806
4833420G17Rik	1.6940602	23358
Tmem2	1.6937495	79985
Ppp1r37	1.6931319	31431
Usp8	1.6930516	51969
Pnkp	1.6921871	5786
Dlx5	1.6920848	4280
Plbd2	1.6917688	20343
Bop1	1.6904737	24273
Rundc1	1.6901581	10588
Fam173a	1.6894214	1879
Dnajc21	1.6892471	23760
2410006H16Rik	1.6885831	1930
Tap1	1.6884034	9672
Agpat5	1.6878939	45084
Wrap53	1.6876041	18497
Sin3b	1.6875372	34915
Fscn1	1.6874075	12842
Ankrd13c	1.6873696	59910
Zdhhc6	1.685621	26442
Rtf1	1.6852832	60339
2410016O06Rik	1.6848135	2345
Cbll1	1.6847979	14323
Uchl5	1.6847608	30188
Zfp277	1.6846709	130744
Mcoln1	1.6845703	14775
Gm5124	1.6842003	3757
Bend4	1.6835302	35652
Gm10736	1.6832064	199
Ccnd2	1.6830952	25269
Abcf1	1.6824622	12942
Apcdd1	1.6822561	30868
Serinc5	1.6818423	100806
Zfp160	1.6813204	19911
Tmem132e	1.6800046	57432
Cdk19	1.6790894	134510
Lrrc14	1.6788152	7076
Atg2a	1.6785442	20667
C130071C03Rik	1.6777366	19753
Prdm2	1.6774759	105604
Inpp5k	1.6771493	17883
2610005L07Rik	1.6765552	157076
Bcl10	1.6762009	9925
Tmem206	1.6756595	25002
Tmem194	1.6755143	34148
Pdk1	1.6754371	30634
Gm5595	1.6753306	32613
Mipep	1.6752622	120912
Klhl12	1.6750456	35487
Gnb1l	1.6748246	67911
Ubn2	1.6745754	90900
Lrrc56	1.6744708	15898
Appl2	1.6743023	48705
Inpp5a	1.6737905	190543
Ercc6	1.673787	67468
Xrn2	1.6732514	65004
Arrb2	1.6732498	8193
Ahr	1.6730511	37064
Spef1	1.6724632	17021
Rab39	1.6723951	22122
Cox7c	1.6723726	2088
Stk4	1.6722869	85202
Slc39a14	1.6722205	47958
Rbm28	1.6720793	41433
Igfbp3	1.6716993	7837
Spast	1.671508	52126
Pank2	1.6712763	36693
Phip	1.6712741	109330
Dcun1d2	1.671173	32163
Snrnp25	1.6711622	3569
Fyttd1	1.6709836	31463
Plcl1	1.6709577	345414
Brca1	1.670106	63191
Ppm1k	1.6696413	28924
Mycbp	1.6689957	7437
Acvr2a	1.668581	89160
Lgr5	1.668424	137469
Golim4	1.6682429	80766
Rabggtb	1.6679142	5677
Ctdspl2	1.6677312	57641
Nfkbiz	1.6676301	27524
Zfp619	1.6671911	22654
Brd4	1.6670742	88448
Tpst1	1.6670562	62403
Rpa1	1.6668197	50158
Srpk2	1.6665597	173092
Slx1b	1.6661676	6316
Stxbp4	1.6643821	161592
Csnk1a1	1.6639705	34787
Fosb	1.6638709	7324
Psmd5	1.6638331	18851
Klf15	1.6636846	12662
Fam63b	1.6620742	58160
Kctd14	1.6618755	8219
Zxdc	1.6611978	33998
L2hgdh	1.6610583	34438
Usp9x	1.6596428	110384
Kdm6a	1.659508	117361
Rps9	1.6591837	2908
Nans	1.6587917	14384
Socs1	1.6585658	1728
Relt	1.658472	17598
Slc25a42	1.6584352	27965
Gtf2e2	1.6582457	45259
Zdhhc2	1.6577934	86453
Nkx3-1	1.657585	4024
Trrap	1.6558068	91686
Bicd2	1.6554346	45476
Zfp318	1.6549671	37189
Gan	1.6539197	47699
Mtf2	1.6538913	43330
Dcbld1	1.6530421	87759
Rfc1	1.6526142	73818
Tbc1d2	1.6514356	45819
1110017D15Rik	1.6512907	12324
Cln5	1.6508611	7363
Prss16	1.6508262	7566
Kpna1	1.6506859	58381
Arpc5l	1.6506014	7801
Ttc7	1.6504955	98884
Ext1	1.6502408	282121
Ccrn4l	1.6497748	27197
Scarb2	1.649408	61735
Nasp	1.6475652	26899
2310033P09Rik	1.6475327	2417
Zcchc7	1.6470947	176338
Zfp664	1.6465067	40002
Slc22a21	1.6453189	30367
Gnmt	1.6452693	3504
Zfp212	1.6434464	12163
Vcpip1	1.6432076	29760
Hibadh	1.6428084	94161
Txlng	1.6425493	50535
Ccdc18	1.6422013	100033
Xist	1.6420835	22842
Taf7	1.6417892	3302
Gpr137b	1.6386971	36001
Trim59	1.6384146	9467
Pigl	1.6382996	58008
Cdk5r2	1.6382729	2497
Paxip1	1.6378963	50672
Pabpc1	1.6376272	13312
Fance	1.6370354	13038
Med14	1.6369598	86704
Tbpl1	1.6366521	28059
Ppil2	1.6366274	24702
Ndnl2	1.6362605	5945
Ing3	1.6358644	26467
Abcg1	1.6357847	58079
Poldip3	1.6351665	23406
Mastl	1.634907	40418
Bod1l	1.6349033	56626
Ptpn11	1.634844	60864
Zswim1	1.6347841	4185
Zfyve1	1.6347817	50206
Fam175a	1.6343589	15773
Taf1d	1.6342895	10783
Mpg	1.6340752	6195
Ankrd10	1.6330775	24171
Bace1	1.6327648	25819
Ube2w	1.6322783	49707
Rfxap	1.6321836	4675
Mbd1	1.6317772	14413
Cirbp	1.6315669	6801
Brap	1.6311162	26685
Xpa	1.6308632	40964
Gzmm	1.630711	6241
Zfp397	1.630469	9983
Gins2	1.6303073	10671
Wdyhv1	1.6301134	17244
Wdr44	1.6295922	112974
Fnbp1	1.6278983	115802
B3gnt6	1.6276124	7061
Oaz1	1.6276056	2634
Shroom4	1.6273397	237594
Ankrd54	1.6268874	9799
Alkbh3	1.6267377	30257
Hdac2	1.6266193	27345
Herpud1	1.6265641	8939
Trim26	1.6262374	22264
C030046E11Rik	1.6261244	84547
Cdc42bpa	1.625919	205131
Pcyt1a	1.6256855	44149
Zfp672	1.6255254	8232
Ccdc41	1.6253637	101546
Por	1.6249851	65293
Trp53inp1	1.6246749	17948
Csrnp2	1.6246665	15669
Asf1b	1.6238024	14690
Arid5a	1.6237034	16296
Cd3eap	1.6234744	2634
Rps10	1.6233532	6207
Cln8	1.6228749	20385
Spdef	1.6224858	14599
Entpd7	1.6224041	44025
Esrrb	1.6222572	160511
Slc5a10	1.6221397	48045
Rnf122	1.6220723	19662
Abca5	1.6215552	68347
Agfg1	1.6215439	56792
Las1l	1.6212628	21627
Pole	1.6211619	51168
Net1	1.6209654	35655
Cadm1	1.620684	327464
Trappc9	1.619895	471583
Wipf2	1.6191852	41402
Slc7a2	1.619114	59912
Med13l	1.61909	204716
Cblb	1.6185448	176498
Dpyd	1.6185044	870789
Pcmt1	1.6171696	51763
Hspa5	1.6168447	4561
Nlk	1.6163591	130257
Tcta	1.6161706	2992
Pdcd11	1.616165	40377
Gpr35	1.6158507	13272
Six4	1.6157558	14428
Sacs	1.6153024	102238
Gatad2a	1.6151522	89310
Gal	1.6149755	4553
Med28	1.61458	9055
Hectd2	1.6145546	66496
Rrp1b	1.6143409	26765
Calca	1.6142421	4877
2610318N02Rik	1.6142099	11707
Smurf1	1.614096	89352
Ap2b1	1.6139551	106011
Etaa1	1.6137619	15119
Tob1	1.6137016	4041
9330133O14Rik	1.6134859	1991
Aurka	1.6131531	14345
Fdxr	1.6121908	9026
Epha5	1.611809	359591
Tprn	1.6112999	7288
Mtmr14	1.6109312	43549
Usp38	1.61093	34172
Pphln1	1.6108325	93563
Cmc1	1.610385	84985
Ercc5	1.6100968	33516
Herc2	1.6099459	181639
Pim2	1.6098932	5170
Lrch3	1.609362	101547
Derl1	1.60932	22916
4930427A07Rik	1.6089094	19104
Slc2a4	1.608603	5645
Trim24	1.6078842	95485
Phf20	1.6075615	113486
Cited2	1.607309	2445
Elf1	1.6068282	101282
Mamdc4	1.6068176	11730
Srrm1	1.6065686	32837
Lrrn1	1.6064867	40425
Entpd4	1.6059021	30119
Rab5b	1.6057562	19075
Prdm16	1.6050606	320748
Dvl2	1.6041265	11706
Wdr61	1.6037349	33215
Med26	1.6037316	53752
Adam10	1.6035681	101232
Atp1a1	1.6034963	28444
Cmya5	1.6030314	104011
Eepd1	1.6028503	122563
Pdk3	1.6026931	67594
Ccl17	1.6026137	1582
Acox1	1.6018974	27157
Clptm1	1.6016585	33449
Sdc2	1.6010516	114007
Cbx8	1.6009592	4664
Tubg1	1.6008997	6481
4921524J17Rik	1.6006591	24082
Hspa4l	1.6002638	51608
Kdm2a	1.6002631	82141
Ap3m2	1.6001351	18300
Kctd18	1.5999924	63855
Jak1	1.5997012	112915
Numa1	1.5996699	80785
Pop5	1.5996419	9515
Ppp6c	1.5988123	32097
Vps29	1.5987729	10615
Kdm5a	1.5987228	80475
Tm2d2	1.5985352	6048
Tmem19	1.5984674	21523
Spin4	1.5984503	4175
Fgf7	1.5979478	56527
BC018473	1.5972534	7206
Ccnt1	1.5969115	32234
Pias1	1.5963191	100806
Usp54	1.595772	69442
Mob1b	1.595724	41203
Chrna7	1.5956769	113877
Snx13	1.5953937	100280
Zfp446	1.5950981	6492
Ubxn2a	1.5945729	28673
Exog	1.5945648	20594
Adcy5	1.5942537	150860
Ccdc88a	1.5942293	137154
Tshz1	1.59415	74777
Dbf4	1.5932717	25743
Appbp2	1.5930144	47868
Daam1	1.5922297	161289
Clpx	1.5921559	36398
Rictor	1.591568	92017
Sdk2	1.5913508	290672
Pcna	1.5909755	4152
Fbxo34	1.5908991	59401
Blvrb	1.5908461	18166
Ifnar1	1.5903698	22203
Limk1	1.5895313	32551
Atp1b2	1.5894736	6206
Nars2	1.5888778	113256
Zcchc17	1.5886638	44563
Fgfr4	1.5882361	16119
Rps6ka6	1.5880448	149767
Atg5	1.5877498	95933
Als2cr12	1.5876653	37872
Clic3	1.5873966	1938
Sos1	1.5867908	86701
Bach1	1.5861721	34401
Zc3h15	1.5861043	20187
Angptl6	1.585999	5918
Enah	1.5856916	115535
Acin1	1.5854715	44770
Neo1	1.5853698	161762
Zfp707	1.585219	6745
Gdpd5	1.5846953	79434
Synj2bp	1.5846852	58559
4632434I11Rik	1.5843024	16704
Bzw1	1.5838796	13412
Spdya	1.5838476	37472
Fam126a	1.583822	115414
Pknox2	1.5836053	257349
Srf	1.5835153	9323
Gm11602	1.5834477	43819
Icam2	1.5834284	10419
Mycbp2	1.5834156	233403
Lrig1	1.5833455	95629
Kdm4b	1.5829746	76808
Hipk3	1.5827984	67965
Scaf11	1.5821327	49145
Fbxo33	1.5817194	19070
Wdr35	1.5816246	54955
Rassf8	1.5815963	74331
Znrf1	1.5812911	89933
Cuzd1	1.58128	13737
Ehd3	1.5811465	27252
Cdc6	1.5799361	16139
Snrk	1.579861	52419
Lta4h	1.5793244	31500
Gm19345	1.5790374	6344
Psmd11	1.5789022	44633
Frmd6	1.5784017	76718
Zfc3h1	1.5783447	47813
Dusp5	1.57776	13322
Mcmbp	1.577698	44054
Ttc3	1.5774951	98604
Slc9a1	1.5772241	53996
Nfkbie	1.5771683	7453
Enox1	1.5771065	564591
Arl6ip1	1.5770713	10734
Hmgcl	1.5769211	16169
Abcd2	1.5768539	45923
Col7a1	1.5767691	31289
Siva1	1.5766289	4324
Gm10193	1.5760156	230
Abca9	1.57583	67447
Dhx16	1.5753986	12851
Ubqln2	1.5753337	3305
Plekha8	1.5750898	50728
Tmem201	1.5750616	22669
Cdc37l1	1.5749741	34466
Slc43a2	1.5747083	45881
Hgsnat	1.5746112	32285
Ttc9c	1.5738453	10258
Cpsf4	1.5734191	14828
Smc2	1.5730772	49122
Phyhipl	1.572853	98283
Tbcc	1.5725967	1842
Efnb1	1.5723162	12861
Daglb	1.5720482	39949
Fbxo9	1.5719855	27566
Fam35a	1.5719086	73462
D10Wsu102e	1.571796	8614
Nudt5	1.571163	26876
Mbd4	1.571091	12674
Ate1	1.5704094	128435
3110043O21Rik	1.5699934	34890
Yme1l1	1.5691177	42891
Ccdc134	1.5687187	14278
Dnmt1	1.5686703	45667
Dact3	1.568623	11984
Otud3	1.5684239	18621
Snrnp70	1.5682193	19238
Klhl32	1.5681916	238570
Rnf32	1.5681193	29532
Thop1	1.5676206	12524
Nup54	1.5675532	19679
Mtss1	1.566702	140782
Pafah1b1	1.5666653	50721
Hist1h3b	1.5665817	619
Med22	1.5660566	5415
Mapkbp1	1.5659949	54709
Trim28	1.5658424	6883
Gmnn	1.5657954	10078
Tab2	1.5651428	50577
Map2k6	1.564894	126400
Cox6b2	1.564856	1300
Ankrd13a	1.5644784	31523
Ap2a2	1.5643911	70831
Tars	1.5639607	15995
Pqlc1	1.5637915	39433
Esco1	1.5637577	43840
Shc3	1.5635021	136043
Mau2	1.5631421	26611
St14	1.562643	42451
Mxd1	1.5623198	22115
Tbc1d8b	1.5622125	68409
Sfxn5	1.5614684	120371
Mkks	1.5614642	17609
Atp6v0a2	1.5614167	125151
Hmgxb4	1.561206	38622
Mtmr12	1.5611426	67212
Zfp36l2	1.561118	4016
Tmem86a	1.561055	4136
Kcnn3	1.5607425	147597
Sik2	1.5607272	116272
Nanp	1.560716	9713
Slc1a4	1.5605104	30533
Zfp770	1.5603707	8008
Acot8	1.5595964	12114
Acd	1.5594126	2937
Kif1b	1.5591226	131374
Zfyve28	1.5591183	93575
Slc52a2	1.5590329	3187
Polr2b	1.5588461	39177
Raver1	1.5587455	17831
Igfbp1	1.5586221	4764
Hells	1.5586188	40136
Rsf1	1.5584257	112886
Jam3	1.5581344	58034
Csrnp1	1.5577856	6084
Mmaa	1.5572716	28532
Tpm1	1.5572574	26816
Ap1s2	1.5570939	24649
Fbxl15	1.5568829	2262
Foxk2	1.5565177	54402
Pabpc1l	1.5565006	25088
Dusp1	1.5564939	2929
Slc25a28	1.5563945	11059
Ccl21a	1.5560634	1133
Upf1	1.5551535	21751
Pgap1	1.5550429	2966
Rab3gap1	1.5546001	75095
Sertad2	1.5545828	109768
Mfhas1	1.5534668	91651
4933426M11Rik	1.5532846	90273
Nup35	1.5532603	41670
Trmt12	1.5530951	4132
2310039H08Rik	1.5529237	772
Ift80	1.55249	112071
Sgtb	1.5523226	31994
Gm6910	1.551641	686
Acbd3	1.5515523	28160
Myh9	1.5514728	81588
Mtrr	1.5505991	21341
Isca1	1.5504075	14401
Rmi1	1.5500151	8552
Tuft1	1.549325	46115
Cnot3	1.548673	15818
Txndc11	1.5479208	59739
Akirin1	1.5475477	15786
Cdr2l	1.5472409	14216
Npm3	1.5470673	1857
Zfp777	1.5466633	24723
Pdap1	1.5464668	11469
Prkce	1.5464263	490134
Gmcl1	1.5464185	41610
Mark2	1.5463731	66464
Nptn	1.5463051	75715
Ipmk	1.5453665	85564
Ccnl2	1.5452412	12054
Tulp3	1.5451196	34711
Mysm1	1.5449119	37060
Gm9866	1.5441674	19644
Casp3	1.5433491	21257
Mgat2	1.5431877	2614
Kank2	1.542856	31773
Tnnc2	1.5427864	2806
Acer3	1.5426166	107550
Heatr5a	1.5422394	95448
Hat1	1.5419787	52664
Baz2b	1.5418215	310476
Usp10	1.5413662	47200
Cep152	1.5412314	62025
Tubgcp4	1.5408025	28116
Fam132a	1.5404214	4311
Atp8a2	1.5399384	549648
Ifi30	1.5398322	4377
Ddx26b	1.5397309	52986
Ghr	1.539674	265732
Rhox4b	1.5396084	4785
Mfsd7b	1.5391207	20358
Med1	1.5390006	41139
Acap2	1.5388519	108825
Mpp6	1.5386438	88357
Zfp207	1.5383815	22454
Akap5	1.5372562	9262
4931406P16Rik	1.5371852	76844
Eras	1.537138	4331
Ckb	1.5371149	2983
Zic1	1.5369653	7752
Cmtm6	1.5367062	18140
Siah2	1.5366323	17462
Ptbp1	1.5366251	10344
Lysmd3	1.536027	14082
Ddit4	1.5359912	2095
Iffo2	1.5353184	89834
Ttc1	1.5352913	18496
Samhd1	1.5351943	37736
Rnps1	1.535086	11220
Dmtf1	1.534659	42975
Rad52	1.5346519	20130
Zdhhc1	1.5345397	12005
Ubtd1	1.5338986	52878
Coq3	1.5338056	32489
Gdf9	1.5337975	6881
Sh3gl1	1.5335945	19882
Onecut1	1.5333415	29554
Foxo3	1.5333204	94914
Gls2	1.5330817	15547
Insm1	1.5329454	3095
Rhpn2	1.5327808	58110
Ttpal	1.5327733	16699
Tada2a	1.5324415	50766
Klf2	1.532309	2623
Fos	1.5319928	3383
Polr2l	1.5318291	3272
B230325K18Rik	1.5318052	2622
Uba6	1.5312908	62083
Magi3	1.5312091	207115
Tctex1d1	1.5311489	19215
Pgm3	1.5308084	19366
Gm10471	1.5306438	7119
Taf10	1.530429	4968
Clic4	1.5303267	58845
Prpsap2	1.5302981	32438
Nr4a2	1.5299561	17173
Zfp930	1.5294385	2637
Il17ra	1.5293518	20530
Apaf1	1.5290227	93459
Fbxo31	1.5283175	1515
Spesp1	1.5256839	11450
Styx	1.5254203	22597
1810009A15Rik	1.5243744	1837
Nrbf2	1.523871	18616
Mipol1	1.52359	266774
Oaz3	1.5234977	3450
Pdp2	1.5232843	5368
Zxdb	1.5231682	5622
Ankrd12	1.5231291	109588
Acot12	1.5226212	44636
Utp18	1.5220662	26523
Snord89	1.5216948	109
Elovl6	1.521572	106109
Smad4	1.5215065	64771
Asap2	1.5213654	279712
Erlec1	1.5213311	24551
Rasa4	1.5209038	27944
Cklf	1.519647	14033
Snhg5	1.5194263	1827
Chtf18	1.5193886	8493
Phospho2	1.5192955	10382
Lrch1	1.5188682	193204
Pop1	1.5186843	35344
Col20a1	1.5185096	31005
Rnf6	1.518157	12363
Phlda1	1.5179024	2363
Ddx10	1.5177653	149658
Id4	1.5164686	2609
1500011B03Rik	1.5163707	5780
C4bp	1.5161456	26859
BC055324	1.5154876	48803
Asf1a	1.5154675	12252
B230354K17Rik	1.51543	8692
Phf16	1.5154024	94251
Mtr	1.5151235	71181
Tmem120b	1.5150665	49334
Man2a1	1.5150362	154374
Rap2b	1.5147514	4196
Depdc1b	1.5137148	91450
Ttll5	1.5131046	237234
Prdx6	1.5127976	11107
Mark3	1.5122561	81717
Krba1	1.5120356	24269
Adamts5	1.512028	42955
Grasp	1.5118281	8548
Spert	1.5117396	10282
Ide	1.5116891	69109
Tmc4	1.5113972	11734
Luc7l3	1.5112978	34098
Sap30l	1.5101265	8580
Stk10	1.5100737	91282
Slc25a10	1.5094812	7347
Gdpd1	1.5093547	40195
Gpbp1l1	1.509288	36242
Rnf181	1.5089725	3007
Prkaa1	1.5089417	38038
Hs6st1	1.5086335	38046
Ttc16	1.5083361	18607
Mlec	1.5078921	15198
Popdc2	1.5076549	16007
Abcc10	1.5076274	25131
A430005L14Rik	1.5075475	4688
Dgkq	1.5072823	22979
Dap3	1.5066714	30378
Wasl	1.5060033	51204
Smoc2	1.505354	125284
Rbl1	1.5053117	58641
Tmem110	1.5051464	51396
4933411K20Rik	1.5049427	43819
Zfp866	1.5048782	29852
Rc3h1	1.5044979	68560
Zfp687	1.5043422	8858
Lrrc57	1.5038506	5282
Trmt6	1.5034374	11848
Ggps1	1.5033176	11031
Vps13b	1.5031965	559682
Gas5	1.5024952	4117
Tigd2	1.5024942	3163
Mgat4a	1.5023628	101676
Gpatch2	1.5022991	136196
Mapk1ip1	1.5021615	10450
A330076H08Rik	1.5021368	51443
Prkci	1.501859	56994
Ncapd3	1.5016274	65136
Klhl24	1.5014002	30190
2700049A03Rik	1.5013878	106455
Prx	1.5013653	20890
Dnajb1	1.5010223	3727
Tmem57	1.5010165	50586
Dlx2	1.5008126	3345
Taok2	1.5008062	19025
Epb4.1	1.5003985	151908
Neurod2	1.5002754	4233
Raver1	1.4996896	17831
Amph	1.4996617	202542
Ahsa1	1.4996274	7251
Wapal	1.4994984	74055
Bmf	1.4986681	20930
Pitrm1	1.4984679	31982
1110008F13Rik	1.4977614	10435
Xpc	1.4977467	26579
Dyrk2	1.4977349	9554
BC005537	1.4974806	12356
Ddx19a	1.4966533	22804
Ubap1	1.4964207	41529
Man1a2	1.4964017	123296
D10Wsu52e	1.4962456	19186
Arf6	1.4961867	3829
Kdsr	1.4960892	39332
Shoc2	1.4959546	88962
9430016H08Rik	1.4956439	11625
Trim36	1.4956362	47305
Rassf1	1.4955435	10708
Ints8	1.4954731	55100
Rimkla	1.4952989	27345
Dnajc18	1.4952705	32041
Diablo	1.4943725	14411
Rcor2	1.494288	7900
Adck5	1.493811	19458
2410137F16Rik	1.4935703	26767
Abhd13	1.4935559	14448
Unc13b	1.4932337	205920
Hps3	1.493134	39370
Rnpc3	1.4925152	25082
Ppargc1b	1.4918909	102295
Actn1	1.4909383	92829
Ttc19	1.4904883	46978
Cacna1g	1.4904239	65709
Qsox1	1.4903674	34728
P4hb	1.4901464	12955
Ddx6	1.4899035	35839
Tagap	1.4898857	8897
Laptm4b	1.4897509	46269
Preb	1.4893396	9477
Fbxl12	1.4892263	26649
Cbl	1.4891577	84784
Map1lc3b	1.4889097	7579
Zfp523	1.4886602	28679
Rasl11a	1.4884629	2655
Tox4	1.488398	17245
Galnt9	1.4883705	77037
Pofut2	1.4883375	10286
Cebpb	1.4882756	1503
Mkl1	1.4869395	178476
Snap91	1.4869128	115508
Atg3	1.4867731	29753
Tial1	1.4866205	21940
Tacr3	1.4865565	105574
Ets2	1.4863222	18976
Trmt2a	1.4862524	6093
Nek2	1.4860528	11606
Casc3	1.4855769	28909
Wac	1.4849218	104715
Rif1	1.4848704	49546
Ndufa12	1.4847156	22488
